name,address,update,wage,degree,company,company_info,tag,detail
算法开发实习生,北京·朝阳区·望京,发布于04月07日,300-350元/天,3天/周2个月本科,阿里巴巴集团,互联网已上市10000人以上,数据分析 深度学习算法 推荐算法 广告算法,"1. 我们是谁？
这里是阿里巴巴北京&杭州，数字供应链团队。
我们专注于国际化供应链的发展，在这里你可以与来自海外的业务方进行沟通，运用互联网创新技术、大数据和人工智能技术，帮助运营海外电商产品。未来我们将担负起整合社会化供应链资源，持续解决产业痛点，服务全球20亿消费者，1000万中小企业的重任。交易链路应用，目前沉淀了面向物流服务和运营的FaaS架构，平台架构和治理 200W＋ QPS，10K+机器，长期承担中台稳定性保障重担兼具业务架构、平台架构治理和高并发稳定性治理的挑战。
2. 这里有什么？
来自全球的技术大牛手把手教你编程的艺术，隔三差五的技术分享帮助你快速成长，每周组织体育活动关注你的身体健康，众多海外出差机会让你体验异国风情。和有梦想的人一起做有意义的事。
3. 我们需要你有什么？
a. 不断学习成长的能力，不怕挫折的信念；
b. 有开阔的视野以及挑战国际化场景的信心；
c. 有护照，因为需要出国出(lv)差(you)；
d. 是相关职位所规定的相关专业背景的22年应届本硕博；
4. 招收岗位
产品/UED/前端/算法/后端研发/数据分析实习生。（ps）如果需要其他岗位也可以联系帮助内推。"
推荐算法工程师-校招补招,北京·海淀区·上地,发布于04月01日,20-40K,在校/应届本科,快手,社交网络已上市10000人以上,深度学习算法 算法设计 机器学习算法 分布式技术,"1、参与亿级用户规模的视频推荐优化，提升停留时长、点击率、留存率等核心指标；
2、参与机器学习、深度学习领域的技术研发工作，包括但不限于深度模型设计与优化、强化学习、迁移学习、图神经网络等的算法和系统研发等；
3、分析海量用户行为数据和视频数据，增加有效的特征，挖掘用户兴趣，优化排序机制；
4、通过超大规模机器学习模型和系统，使用先进的检索和排序手段，优化社区生态，优化快手短视频推荐效果；
5、针对海量用户行为数据，提供分布式的算法实现的解决方案，大幅提升算法计算规模和性能；
6、参与搭建推荐系统框架，提供高并发，大数据，高效可靠的线上服务；
7、参与全域流量博弈的机制设计，协助拓展业务边界；
8、参与前沿问题探索与研究，结合实际应用场景，提供全面的技术解决方案。
职位招聘6人"
推荐算法工程师(实习),北京·海淀区·西北旺,发布于03月25日,150-200元/天,3天/周3个月本科,网易,移动互联网已上市10000人以上,推荐算法 PyTorch Hadoop 深度学习算法,"工作职责
1. 负责网易新闻召回、排序模型的算法分析优化迭代
2. 调研业界深度学习新模型和算法
职位要求
1. 本科及以上学历，计算机、数学、物理等相关专业，有推荐算法经验优先
2. 熟悉常见的深度学习模型，如Wide&Deep、Attention、序列模型、多任务学习等
3. 优秀的编码能力，熟练使用TensorFlow/PyTorch等训练框架，熟悉Spark、Haddop等大数据框架优先
4. 学习能力强，优秀沟通能力以及执行力
5. 一周能实习3天及以上"
算法实习生（query）,北京·朝阳区·酒仙桥,发布于03月29日,200-280元/天,4天/周3个月本科,360集团,互联网D轮及以上1000-9999人,深度学习算法 搜索算法 机器学习算法 Python,"岗位职责
1. 负责自然语言处理相关底层技术和平台的研究与实现；
2. 负责面向搜索场景的语义分析、知识库建立、信息抽取等事宜的方法和实践；
3. 从系统应用的角度，在大数据环境下利用NLP技术解决实际搜索排序中的相关性问题，从而优化排序效果，提升360搜索的用户体验。
任职要求
1. 扎实的编程基础，至少精通一种编程语言，如C/C++，Java，python等；
2. 熟悉深度学习以及常见机器学习算法的原理与算法，能熟练运用聚类、分类、回归、排序等模型解决有挑战性的问题；
3. 对自然语言处理相关的分词、词性标注、实体识别、句法分析、语义分析等有深入的实践经验；
4. 有强烈求知欲，对人工智能领域相关技术有热情；
5. 具有良好的数学基础，良好的英语阅读能力；
6. 有团队意识，与他人合作良好，最好具有团队管理的经验；"
2021春招-SLAM/VIO/三维重建算法研究员,北京·海淀区·西三旗,发布于03月04日,20-40K·14薪,在校/应届本科,旷视MEGVII,计算机服务D轮及以上1000-9999人,深度学习算法 视觉图像算法 运动控制算法 算法设计,"工作职责:
1. 研究和开发视觉 SLAM、VIO、三维重建算法；
2. 研究视觉与 IMU、码盘、激光等多传感器融合算法与高精地图重建。
任职资格:
1. 熟练掌握 SLAM、VIO、三维重建等算法知识；
2. 掌握多传感器融合算法；
3. 掌握多视图几何、图优化等相关算法；
4. 熟悉常见开源 SLAM 框架，例如 ORB-SLAM2、VINS、OKVIS 等；
5. 熟悉常见开源工具库，例如 ceres、g2o、Eigen、OpenCV 等；
6. 具有丰富的 C/C++ 编程经验；
7. 计算机、机器人、自动化等相关专业本科及以上学历。
8. 熟悉 ROS 系统开发；了解计算机视觉相关的深度学习知识；会使用 OpenGL、Unreal 或者 Unity 开发；具有 AR/VR 等相关开发经验者优先。
职位招聘1-1000人"
软件工程师-机器学习方向,北京·朝阳区·安贞,发布于03月15日,15-25K·18薪,在校/应届本科,龙湖集团,工程施工已上市10000人以上,深度学习算法 自然语言处理 推荐算法,"工作职责：
1、应用机器学习、深度学习、分类聚类等相关技术进行算法研发；
2、基于地产业务数据的模型拟合、数据挖掘工作等；
3、基于用户行为数据及画像、商品信息数据，构建推荐场景的预估模型、多目标排序模型等。
任职要求：
1、本科及以上学历， 计算机、软件工程、机器学习、应用数学、模式识别、人工智能等相关专业；
2、热爱计算机科学和开发技术，对算法有浓厚兴趣；
3、熟悉分类、聚类等常用算法模型；
4、有同方向项目经验、学术比赛经验以及发表过顶会论文者优先。
培养计划：
龙湖数字科技（digital technology）仕官生是龙湖仕官生招聘的新成员。随着龙湖数字科技的成长成熟，越来越多国内外精英学子成为龙湖仕官生，在龙湖广泛的应用场景中磨炼本领、快速成长。从业务一线到数据支撑决策，从客户洞察、数据赋能到空间制造和管理，龙湖数字科技不仅仅为其仕官生提供丰富的应用场景、广阔的成长空间、完善的培养体系，更旨在将仕官生培养成为业内最为璀璨的数字化人才。"
算法实习生,北京·朝阳区·望京,发布于01月26日,290-300元/天,3天/周6个月本科,一起教育科技,互联网已上市10000人以上,自然语言处理 Python Shell 数据挖掘 SQL,"职位描述
工作职责：
1. 协助完成英语题库自动标注工作
2. 协助优化自动标注算法
3. 基于测评算法，计算和分析相关业务指标
任职要求：
1. 计算机、数学、统计学等相关专业本科在读，本科及以上学历
2. 编程能力强，思维严谨，有良好的代码风格和编程习惯
3. 有扎实的数据结构和算法功底
4. 熟练掌握python，熟悉SQL和Shell脚本语言
5. 对数据敏感，有大数据挖掘分析，机器学习,，自然语言处理经验优先
6. 有很强的学习能力和应用实践能力，以及优秀的分析问题和解决问题能力
7. 对教育事业充满热情"
算法研究员(实习),北京·海淀区·知春路,发布于10月15日,200-400元/天,4天/周3个月本科,腾讯视频,互联网已上市1000-9999人,算法中台 训练/推理ai全流程 推荐算法 深度学习算法,"1. follow业界最新paper，参与模型算法复现、创新，鼓励paper输出
2. 参与大规模数据场景（视频线推荐、增长、商业化等）模型算法开发落地，效果迭代优化
3. 参与整个训练/推理pipeline全流程建设、优化
实习要求
1. 熟练掌握python和c++，熟悉常用数据结构与算法
2. 熟悉深度学习常用算法，熟悉主流排序模型优先
3. 熟悉tensorflow优先
4. 有spark等大数据处理经验优先
5. 有论文发表优先
ps：实习周期要求大于3个月，2022年及后毕业优先"
算法实习生,北京·海淀区·西三旗,发布于12月30日,200-260元/天,5天/周3个月本科,九号公司,智能硬件已上市1000-9999人,推荐算法 运动控制算法 搜索算法 算法设计,"工作职责：
1. 负责GNSS高精度核心算法的研发和测试工作；
2. 负责最小二乘、卡尔曼滤波、RTK算法的优化工作；
3. 负责惯导组合导航算法以及PVT相关算法研究与实现；
4. 负责导航定位测试数据的可视化分析。
任职资格：
任职资格：
1. 具有扎实的数学基础；
2. 具有良好的英文文献阅读能力；
3. 具有落地论文算法的能力；
4. 熟悉常用的数据结构；
5. 熟悉常用的排序算法和搜索算法；
6. 熟练掌握C/C++编程，具有良好的Visual Studio开发能力；
7. 系统开发过C/C++项目，具有对C/C++代码进行时间和空间优化的能力；
8. 良好的沟通和团队协作能力。
# 加分项：
1. 具有扎实的卫星定位理论基础；
2. 熟悉高精度卫星导航定位原理；
3. 熟悉多GNSS系统混合定位；
4. 熟悉RTK、单点定位程序、伪距相位组合法等；
5. 熟悉RTK惯导组合算法；
6. 具有GPS项目的开发经验；
7. 具有基于C语言的嵌入式项目开发经验；
8. 熟悉某种形式的脚本（Bash，Python）；
9. 熟练使用Git，SVN等版本管理系统。"
机器学习(实习),北京·海淀区·中关村,发布于07月20日,160-300元/天,4天/周5个月本科,爱奇艺,互联网已上市1000-9999人,数据分析 机器学习 算法,"踏实勤奋，能一周工作日至少实习4天，实习3个月以上者
1.熟悉自然语言处理机器学习的相关知识，熟悉python c++ java ，熟悉机器学习框架如tensorflow pytorch
2.计算机相关专业者优先
3.在顶级会议发表论文者优先
如果临时不在线，可以发送简历到邮箱
请仔细阅读以下内容
本职位我们目前只招实习生，要求可以实习6个月，如果愿意可以直接发邮件到邮箱，如果合适，会收到电话面试
邮箱在对话框上方，发送简历，点击发简历即可
(不能保证转正，不过根据以往经验表现好的话，如果是现在研一或者大二，可以在第二年9月左右在校招期间面试通过后转正)如果只是实习，可忽略括号里注意事项"
蚂蚁集团搜索算法实习生,北京·朝阳区·朝外,发布于02月28日,200-400元/天,4天/周2个月本科,蚂蚁集团,互联网D轮及以上10000人以上,深度学习算法 推荐算法 机器学习算法 人工智能,"支付宝搜索团队：
1. 蚂蚁集团战略级场景；
2. 打造中国最大的数字生活搜索平台（生活服务、数金金融、政务服务、商品、优惠、出行、电影等）；
3. 高速发展的业务场景，年轻的团队，没有996，工作生活两不误；
岗位描述
面向2022届应届毕业生的春季实习生岗位，算法 / 工程，实习地点北京／杭州。
岗位介绍：
如果你喜欢研究搜索技术，你可以参与搜索引擎各个功能模块的设计和实现，构建高可靠性、高可用性、高可扩展性的体系结构，如果你对产品研发感兴趣，你可以深度参与产品和业务优化，结合用户体验改进和业务方向突破，设计通用可扩展的业务平台架构，支撑业务快速发展；
在这里，你可以接触到业界前沿技术，比如机器学习、向量检索、索引、排序、图数据库、大数据技术等，前瞻性地探索新型搜索系统的架构设计。
如果你想了解JAVA开发在阿里巴巴互联网生态系统中无与伦比的应用广度与深度，学习应用业界领先的基础技术， 如分布式文件系统、缓存系统、Key/Value存储系统、数据库、Linux操作系统和Java优化等；
如果你热衷于高性能分布式技术，你可以参与高性能分布式在线服务端程序的系统设计，在海量的网络访问和数据处理中，设计并设施最强大的解决方案；
岗位要求：通用要求：
1、 扎实的计算机专业基础知识，精通数据结构/算法设计；
2、 具有良好的沟通能力和团队合作能力；
3、 主动性强，有强烈的求知欲和创新能力；
一、搜索算法工程师：
1、熟悉机器学习算法；
2、热爱编程，熟悉python或java编程，有良好的编程习惯；
3、加分项：有信息检索、计算广告、在线推荐项目背景经验经验者优先；
4、加分项：有NLP、二分类算法、图算法、强化学习算法等相关经验；
二、搜索平台研发工程师：
或许，你来自计算机专业，机械专业，甚至可能是学生物的；但是，你酷爱着计算机以及互联网技术，热衷于解决挑战性的问题，追求极致的用户体验；
或许，你痴迷于数据结构和算法，热衷于ACM，常常为看到“accept”而兴奋的手足舞蹈；
或许，你熟悉Unix/Linux/Win32环境下编程，并有相关开发经验，熟练使用调试工具，并熟悉Perl，Python，shell等脚本语言；
或许，你熟悉网络编程和多线程编程，对TCP/IP，HTTP等网络协议有很深的理解，并了解XML和HTML语言；
或许，你热衷于数据库技术，能够熟练编写SQL脚本，有MySql或Oracle应用开发经验；
或许，你并不熟悉Java、C/C++编程语言，更精通PHP，.NET等编程语言中的一种或几种，但你有良好和快速的学习能力；
有可能，你参加过大学生数学建模竞赛，“挑战杯”，机器人足球比赛等；
也有可能，你在学校的时候作为骨干参与学生网站的建设和开发；
这些，都是我们想要的。来吧，加入
工作地点：北京 上海 杭州均可以"
算法实习生（可转正）,北京·朝阳区·国贸,发布于02月02日,200-400元/天,4天/周3个月本科,探探,互联网D轮及以上500-999人,深度学习算法 自然语言处理 推荐算法 广告算法,"**该岗位向应届生提供转正机会**
职位描述
1、参与探探APP中机器学习算法应用与优化；
2、参与召回、排序、混排等通用推荐算法创新与改进。
职位要求：
1、统招本科或以上学历，计算机相关专业，硕士生优先；
2、具有较好的算法基础，熟悉Linux平台上的python/golang/C++/java语言编程；
3、熟悉spark，Hive等大数据处理框架者优先，熟悉各种机器学习算法包括深度神经网络模型者优先；
4、有以下项目经历或实习经验者优先：广告系统、推荐系统、Deep Learning、图像、NLP处理；
5、正直诚信、有责任感、工作积极、善于沟通，有独立探索解决问题的能力。"
算法工程师,北京·朝阳区·红庙,发布于03月11日,20-25K·14薪,在校/应届本科,北京推想科技,数据服务C轮100-499人,图像算法,"1、有图像处理相关经验；
2、有Python/C++编程经验；
3、985高校应届毕业生。
职位招聘5-10人"
算法开发测试实习生,北京·海淀区·北下关,发布于13:21,100-200元/天,4天/周6个月本科,创盈智通,计算机软件不需要融资0-20人,深度学习算法 视觉图像算法 算法设计 Python,"中国铁道科学研究院基础设施检测研究所&北京铁科英迈技术有限公司招聘在校实习生3名，简历请发*****（请注明应聘岗位）。
算法开发测试实习生 薪资：1500-4500，特别优秀者另议
工作内容：主要负责前沿文献调研、数据收集整理、算法调试、性能结果统计、实际现场部署、测试等工作。
1、辅助开发计算机视觉相关算法，包括但不限于图像（或点云）目标检测、识别、分割、小样本学习，生成模型等。 或
2、辅助开发信号数据分析处理相关算法，包括但不限于波形数据分析检测、类型识别等。
任职要求：1. 在读大三、大四或硕士二、三年级学生，计算机、电子、通信等相关专业；
2. 熟悉C/C++、Python等编程语言；
3. 掌握Caffe、TenserFlow、Pytorch、DarkNet等主流深度学习框架之一；
4. 有基于深度学习的图像（或点云）目标检测、识别、分割等相关项目经验者优先；
5. 专注思考与钻研，有良好的沟通技巧和团队合作精神；
6. 实习周期在6个月以上的优先考虑。"
算法工程师（NLP/图像处理）,北京·朝阳区·双桥,发布于09月25日,18-30K·13薪,在校/应届本科,好大夫在线,互联网D轮及以上500-999人,深度学习算法 自然语言处理 搜索算法 TensorFlow,"工作职责：
1. 用机器学习、文本挖掘等技术，对结构化和非结构化数据进行挖掘，发现其潜在关系，指导医疗大数据应用落地；
2. 构建通用的分布式环境下机器学习系统，快速支持算法应用；
3. 参与文本意图分析，包括文本分类和聚类，拼写纠错，实体识别与消歧，中心词提取，短文本理解等；
4. 探索医疗AI领域。
工作要求：
1. 数学及人工智能方向博士，有较好的理论基础和快速的学习能力；
2. 熟练掌握TensorFlow，pyTorch，Caffe，HTS等社区开源工具中的一种及以上；
3. 对常用的机器学习/深度学习算法有深入理解，例如：LR/GMM/SVM/CRF/MaxEnt/HMM/NN 等；
4. 熟悉 linux 开发环境，掌握至少一门编程语言，如 C++、Python等；
5. 有NLP或图像领域的工作或研究经验，搭建过实际线上系统者优先；
6. 表达能力强，乐观向上，自我驱动力强，具备敏锐的洞察力和良好的抗压能力。"
自然语言处理算法工程实习生,北京·朝阳区·大望路,发布于昨天,250-300元/天,4天/周6个月本科,罗辑思维,互联网D轮及以上100-499人,搜索引擎 ES 知识图谱 句法分析 信息抽取,"岗位职责：
1、跟进并实验最新NLP前沿技术，参与搭建和实现相关模型
2、参与搜索/推荐业务的NLP算法策略的设计与实现
3、根据项目需求，参与解决实际工程问题，改造和优化算法
岗位要求：
1、具备自然语言处理/数据挖掘/知识图谱等领域的项目经验，熟练掌握自然语言处理方法，如句法分析/语义分析/结构化抽取等
2、熟练掌握主流机器学习和深度学习方法，熟练使用至少一种深度学习框架，如Tensorflow/Pytorch等
3、具备良好的算法基础和代码习惯
4、具备独立分析、良好的沟通协调和团队合作能力"
2021届校招金融科技-算法工程师-北京-01498,北京·朝阳区·国贸,发布于10月15日,15-30K,在校/应届本科,嘉实基金,互联网金融不需要融资1000-9999人,深度学习算法 自然语言处理,"岗位职责：
1、跟进并实验最新NLP前沿技术，参与搭建和实现相关模型
2、参与搜索/推荐业务的NLP算法策略的设计与实现
3、根据项目需求，参与解决实际工程问题，改造和优化算法
岗位要求：
1、具备自然语言处理/数据挖掘/知识图谱等领域的项目经验，熟练掌握自然语言处理方法，如句法分析/语义分析/结构化抽取等
2、熟练掌握主流机器学习和深度学习方法，熟练使用至少一种深度学习框架，如Tensorflow/Pytorch等
3、具备良好的算法基础和代码习惯
4、具备独立分析、良好的沟通协调和团队合作能力"
算法工程师,北京·朝阳区·牡丹园,发布于03月30日,8-13K,在校/应届硕士,Synnex,物流/仓储已上市10000人以上,机器学习 图像识别 数据挖掘 深度学习算法,"算法工程师-机器学习方向
岗位职责：（实习生岗位）
职责描述：
1、自然语言处理领域算法的探索与研究，包括信息抽取、文本知识挖掘、语义理解、依存句法分析等；
2、参与公司先关应用项目，负责算法的设计和开发实现、性能优化等，结合实际应用场景，提供解决方案；
3、处理大规模文本数据库，包括文本预处理、过滤、语料库维护等；
4、其他人工智能、机器学习算法的前沿研究。
任职要求：
1、统计学、数学、人工智能、数据挖掘、机器学习、计算机等相关专业，211/985院校本科及以上；
2、有自然语言处理、机器学习、深度学习工作经验，具备较深的理论背景，了解深度学习在自然语言处理方向的相关算法和框架；
3、具备知识图谱,智能应答系统、智能客服、聊天机器人、文本语义分析等领域相关项目经验者优先；
4、具备扎实的编程基础，精通一门编程语言（Java\Python等)，能够处理大规模文本数据库；
5、有较强的逻辑思维能力、优秀的沟通表达能力及团队合作能力。
6、英语读写熟练
7、较强的学习研究能力
8、高度的工作责任心

Algorithm Engineer
Responsibility:
1. Research and exploration of natural language processing algorithms ,including Information extraction, Text knowledge mining, Semantic understanding and dependency parsing etc.
2. Participate in application project of the company, responsible for the design ，development of algorithm and performance tuning .
3. Processing large-scale text database, including text preprocessing, filtering, corpus maintenance, etc
4. Research on other artificial intelligence and machine learning algorithms .

Job Requirement:
1. Statistics, mathematics, artificial intelligence, data mining, machine learning, computer and other related majors. 211 / 985 bachelor degree or above.
2. working experience in natural language processing, machine learning and deep learning 。Have a deep theoretical background, understand the algorithm and framework of deep learning in natural language processing.
3. Experience in knowledge graph,intelligent response system, intelligent customer service, chat robot, text semantic analysis and other fields is preferred .
4. Solid programming foundation, proficient in a programming language (Java \ python, etc.), able to handle large-scale text database .
5. Strong logical thinking ability, excellent communication and team work ability .
6. Fluent in English reading and writing .
7. Strong learning and research ability .
职位招聘1-3人"
算法工程师,北京,发布于01月22日,23-26K·15薪,在校/应届硕士,携程集团,互联网已上市10000人以上,深度学习算法 算法设计 机器学习算法 Python,"工作职责：
1、优化和改进算法模型，提升precision & recall；
2、设计模型数据的检验方案，指导数据检验和异常侦测工作，提高系统防风险能力；
3、编写算法说明书、与架构师一起设计模型植入系统的接口。
任职资格：招聘对象：全日制硕、博，计算机、软件或相关专业。
毕业时间：2020.9-2021.8
我们期望你：
1、有机器学习/人工智能实习或实践经验；
2、在统计/机器学习（回归(Logistic)，聚类，时间序列，分类树，Boosting，SVM，Random Forest，神经网络等）或
推荐算法 （Collaborative Filtering, SVD++）领域中有深入研究；
3、熟悉和掌握算法模型训练软件之一(如R, SAS, SPSS或者matlab等）；
4、熟练下列数据库查询之一Hive、SQL Server、Oracel、MySQL、或Teradata等；
5、良好的逻辑思维能力，能够从海量数据中发现有价值的规律；
6、不惧困难，面临挑战充满激情，面临挫折充满斗志，面临质疑临危不惧；
7、具有良好的沟通能力，和良好的团队合作精神；
有如下经验/能力者优先：
a 有数学建模竞赛获奖；
b Linux环境/Shell命令；
c 分布式计算Hadoop/hive/spark等相关技术；
d 基于集群的机器学习Spark ML、Mahout、或者R、Hadoop；
e 熟悉一种编程语言（Java、Python，或者Perl）。
职位招聘1-2人"
AI工程师(实习),北京·海淀区·西北旺,发布于02月23日,400-800元/天,5天/周2个月本科,华为技术有限公司,计算机软件不需要融资10000人以上,深度学习算法 Python 人工智能 TensorFlow,"岗位职责

• 算法优化：负责AI算法中计算在华为CPU/GPU/NPU等处理器上的计算性能优化，基础库设计；负责CNN/RNN/RL等模型的效果评估分析；负责持续跟踪业界最优实现，超越并创新
• 系统平台：负责AI相关系统平台的设计、开发和优化工作，在性能和易用性等指标上做好平衡；负责持续跟踪业界最优实现，超越并创新；负责和上下游客户对接，持续提升平台的性能和表现。

岗位要求

• 获得计算机科学、机器学习、统计学、应用数学等领域的优秀硕士；
• 有良好的研究背景和成果，对算法研究兴趣浓厚，业务抽象能力强；具备创造性思维，能够将全新想法转化为工程应用；对研究工作充满热情，具备良好的团队合作精神和沟通能力；
• 具备较强的编程能力，精通主流编程语言，如C++ /Java /Python等；
• 在高水平国际会议和学术期刊发表过相关论文，或有高水平竞赛获奖经历。"
